# ================================== Start of File ====================================
# Spatial dimensions = 2
# Kernel size = 11x11
# Polynomial order = 1x3
# Size of the convolution coefficient matrix = 8x121
#
# Column# 1:
#    S/A => The left and the right halves of the row are symmetric(S)/anti-symmetric(A) about the middle column.
#           If symmetric elements on the right half, their signs are same as the corresponding elements on the left side.
#           If anti-symmetric elements, the signs are opposite.
# Column# 2~61 = the left-half columns of the row.
# Column# 62 = the middle column of the row.
# Column# 63~122, which are the right-half columns, are not stored, because they are symmetric/anti-symmetric
#           of the elements in the column# 61~2, respectively.
# Matrix starts:
	S	-7.628735E-03	+1.907184E-03	+9.324009E-03	+1.462174E-02	+1.780038E-02	+1.885993E-02	+1.780038E-02	+1.462174E-02	+9.324009E-03	+1.907184E-03	-7.628735E-03	-7.628735E-03	+1.907184E-03	+9.324009E-03	+1.462174E-02	+1.780038E-02	+1.885993E-02	+1.780038E-02	+1.462174E-02	+9.324009E-03	+1.907184E-03	-7.628735E-03	-7.628735E-03	+1.907184E-03	+9.324009E-03	+1.462174E-02	+1.780038E-02	+1.885993E-02	+1.780038E-02	+1.462174E-02	+9.324009E-03	+1.907184E-03	-7.628735E-03	-7.628735E-03	+1.907184E-03	+9.324009E-03	+1.462174E-02	+1.780038E-02	+1.885993E-02	+1.780038E-02	+1.462174E-02	+9.324009E-03	+1.907184E-03	-7.628735E-03	-7.628735E-03	+1.907184E-03	+9.324009E-03	+1.462174E-02	+1.780038E-02	+1.885993E-02	+1.780038E-02	+1.462174E-02	+9.324009E-03	+1.907184E-03	-7.628735E-03	-7.628735E-03	+1.907184E-03	+9.324009E-03	+1.462174E-02	+1.780038E-02	+1.885993E-02
	A	+5.297733E-03	-5.191778E-03	-9.394646E-03	-8.882532E-03	-5.227096E-03	+0.000000E+00	+5.227096E-03	+8.882532E-03	+9.394646E-03	+5.191778E-03	-5.297733E-03	+5.297733E-03	-5.191778E-03	-9.394646E-03	-8.882532E-03	-5.227096E-03	+0.000000E+00	+5.227096E-03	+8.882532E-03	+9.394646E-03	+5.191778E-03	-5.297733E-03	+5.297733E-03	-5.191778E-03	-9.394646E-03	-8.882532E-03	-5.227096E-03	+0.000000E+00	+5.227096E-03	+8.882532E-03	+9.394646E-03	+5.191778E-03	-5.297733E-03	+5.297733E-03	-5.191778E-03	-9.394646E-03	-8.882532E-03	-5.227096E-03	+0.000000E+00	+5.227096E-03	+8.882532E-03	+9.394646E-03	+5.191778E-03	-5.297733E-03	+5.297733E-03	-5.191778E-03	-9.394646E-03	-8.882532E-03	-5.227096E-03	+0.000000E+00	+5.227096E-03	+8.882532E-03	+9.394646E-03	+5.191778E-03	-5.297733E-03	+5.297733E-03	-5.191778E-03	-9.394646E-03	-8.882532E-03	-5.227096E-03	+0.000000E+00
	S	+1.589320E-03	+6.357279E-04	-1.059547E-04	-6.357279E-04	-9.535919E-04	-1.059547E-03	-9.535919E-04	-6.357279E-04	-1.059547E-04	+6.357279E-04	+1.589320E-03	+1.589320E-03	+6.357279E-04	-1.059547E-04	-6.357279E-04	-9.535919E-04	-1.059547E-03	-9.535919E-04	-6.357279E-04	-1.059547E-04	+6.357279E-04	+1.589320E-03	+1.589320E-03	+6.357279E-04	-1.059547E-04	-6.357279E-04	-9.535919E-04	-1.059547E-03	-9.535919E-04	-6.357279E-04	-1.059547E-04	+6.357279E-04	+1.589320E-03	+1.589320E-03	+6.357279E-04	-1.059547E-04	-6.357279E-04	-9.535919E-04	-1.059547E-03	-9.535919E-04	-6.357279E-04	-1.059547E-04	+6.357279E-04	+1.589320E-03	+1.589320E-03	+6.357279E-04	-1.059547E-04	-6.357279E-04	-9.535919E-04	-1.059547E-03	-9.535919E-04	-6.357279E-04	-1.059547E-04	+6.357279E-04	+1.589320E-03	+1.589320E-03	+6.357279E-04	-1.059547E-04	-6.357279E-04	-9.535919E-04	-1.059547E-03
	A	-5.297733E-04	+1.059547E-04	+3.885004E-04	+4.061595E-04	+2.472275E-04	+0.000000E+00	-2.472275E-04	-4.061595E-04	-3.885004E-04	-1.059547E-04	+5.297733E-04	-5.297733E-04	+1.059547E-04	+3.885004E-04	+4.061595E-04	+2.472275E-04	+0.000000E+00	-2.472275E-04	-4.061595E-04	-3.885004E-04	-1.059547E-04	+5.297733E-04	-5.297733E-04	+1.059547E-04	+3.885004E-04	+4.061595E-04	+2.472275E-04	+0.000000E+00	-2.472275E-04	-4.061595E-04	-3.885004E-04	-1.059547E-04	+5.297733E-04	-5.297733E-04	+1.059547E-04	+3.885004E-04	+4.061595E-04	+2.472275E-04	+0.000000E+00	-2.472275E-04	-4.061595E-04	-3.885004E-04	-1.059547E-04	+5.297733E-04	-5.297733E-04	+1.059547E-04	+3.885004E-04	+4.061595E-04	+2.472275E-04	+0.000000E+00	-2.472275E-04	-4.061595E-04	-3.885004E-04	-1.059547E-04	+5.297733E-04	-5.297733E-04	+1.059547E-04	+3.885004E-04	+4.061595E-04	+2.472275E-04	+0.000000E+00
	A	+3.814367E-03	-9.535919E-04	-4.662005E-03	-7.310871E-03	-8.900191E-03	-9.429964E-03	-8.900191E-03	-7.310871E-03	-4.662005E-03	-9.535919E-04	+3.814367E-03	+3.051494E-03	-7.628735E-04	-3.729604E-03	-5.848697E-03	-7.120153E-03	-7.543971E-03	-7.120153E-03	-5.848697E-03	-3.729604E-03	-7.628735E-04	+3.051494E-03	+2.288620E-03	-5.721551E-04	-2.797203E-03	-4.386523E-03	-5.340114E-03	-5.657978E-03	-5.340114E-03	-4.386523E-03	-2.797203E-03	-5.721551E-04	+2.288620E-03	+1.525747E-03	-3.814367E-04	-1.864802E-03	-2.924348E-03	-3.560076E-03	-3.771986E-03	-3.560076E-03	-2.924348E-03	-1.864802E-03	-3.814367E-04	+1.525747E-03	+7.628735E-04	-1.907184E-04	-9.324009E-04	-1.462174E-03	-1.780038E-03	-1.885993E-03	-1.780038E-03	-1.462174E-03	-9.324009E-04	-1.907184E-04	+7.628735E-04	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00
	S	-2.648866E-03	+2.595889E-03	+4.697323E-03	+4.441266E-03	+2.613548E-03	+0.000000E+00	-2.613548E-03	-4.441266E-03	-4.697323E-03	-2.595889E-03	+2.648866E-03	-2.119093E-03	+2.076711E-03	+3.757858E-03	+3.553013E-03	+2.090838E-03	+0.000000E+00	-2.090838E-03	-3.553013E-03	-3.757858E-03	-2.076711E-03	+2.119093E-03	-1.589320E-03	+1.557533E-03	+2.818394E-03	+2.664759E-03	+1.568129E-03	+0.000000E+00	-1.568129E-03	-2.664759E-03	-2.818394E-03	-1.557533E-03	+1.589320E-03	-1.059547E-03	+1.038356E-03	+1.878929E-03	+1.776506E-03	+1.045419E-03	+0.000000E+00	-1.045419E-03	-1.776506E-03	-1.878929E-03	-1.038356E-03	+1.059547E-03	-5.297733E-04	+5.191778E-04	+9.394646E-04	+8.882532E-04	+5.227096E-04	+0.000000E+00	-5.227096E-04	-8.882532E-04	-9.394646E-04	-5.191778E-04	+5.297733E-04	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00
	A	-7.946599E-04	-3.178640E-04	+5.297733E-05	+3.178640E-04	+4.767959E-04	+5.297733E-04	+4.767959E-04	+3.178640E-04	+5.297733E-05	-3.178640E-04	-7.946599E-04	-6.357279E-04	-2.542912E-04	+4.238186E-05	+2.542912E-04	+3.814367E-04	+4.238186E-04	+3.814367E-04	+2.542912E-04	+4.238186E-05	-2.542912E-04	-6.357279E-04	-4.767959E-04	-1.907184E-04	+3.178640E-05	+1.907184E-04	+2.860776E-04	+3.178640E-04	+2.860776E-04	+1.907184E-04	+3.178640E-05	-1.907184E-04	-4.767959E-04	-3.178640E-04	-1.271456E-04	+2.119093E-05	+1.271456E-04	+1.907184E-04	+2.119093E-04	+1.907184E-04	+1.271456E-04	+2.119093E-05	-1.271456E-04	-3.178640E-04	-1.589320E-04	-6.357279E-05	+1.059547E-05	+6.357279E-05	+9.535919E-05	+1.059547E-04	+9.535919E-05	+6.357279E-05	+1.059547E-05	-6.357279E-05	-1.589320E-04	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00
	S	+2.648866E-04	-5.297733E-05	-1.942502E-04	-2.030797E-04	-1.236138E-04	+0.000000E+00	+1.236138E-04	+2.030797E-04	+1.942502E-04	+5.297733E-05	-2.648866E-04	+2.119093E-04	-4.238186E-05	-1.554002E-04	-1.624638E-04	-9.889101E-05	+0.000000E+00	+9.889101E-05	+1.624638E-04	+1.554002E-04	+4.238186E-05	-2.119093E-04	+1.589320E-04	-3.178640E-05	-1.165501E-04	-1.218478E-04	-7.416826E-05	+0.000000E+00	+7.416826E-05	+1.218478E-04	+1.165501E-04	+3.178640E-05	-1.589320E-04	+1.059547E-04	-2.119093E-05	-7.770008E-05	-8.123190E-05	-4.944550E-05	+0.000000E+00	+4.944550E-05	+8.123190E-05	+7.770008E-05	+2.119093E-05	-1.059547E-04	+5.297733E-05	-1.059547E-05	-3.885004E-05	-4.061595E-05	-2.472275E-05	+0.000000E+00	+2.472275E-05	+4.061595E-05	+3.885004E-05	+1.059547E-05	-5.297733E-05	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00
# Matrix ends.
#
