# ================================== Start of File ====================================
# Spatial dimensions = 2
# Kernel size = 13x13
# Polynomial order = 1x1
# Size of the convolution coefficient matrix = 4x169
#
# Column# 1:
#    S/A => The left and the right halves of the row are symmetric(S)/anti-symmetric(A) about the middle column.
#           If symmetric elements on the right half, their signs are same as the corresponding elements on the left side.
#           If anti-symmetric elements, the signs are opposite.
# Column# 2~85 = the left-half columns of the row.
# Column# 86 = the middle column of the row.
# Column# 87~170, which are the right-half columns, are not stored, because they are symmetric/anti-symmetric
#           of the elements in the column# 85~2, respectively.
# Matrix starts:
	S	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03	+5.917160E-03
	A	-2.535926E-03	-2.113271E-03	-1.690617E-03	-1.267963E-03	-8.453085E-04	-4.226543E-04	+0.000000E+00	+4.226543E-04	+8.453085E-04	+1.267963E-03	+1.690617E-03	+2.113271E-03	+2.535926E-03	-2.535926E-03	-2.113271E-03	-1.690617E-03	-1.267963E-03	-8.453085E-04	-4.226543E-04	+0.000000E+00	+4.226543E-04	+8.453085E-04	+1.267963E-03	+1.690617E-03	+2.113271E-03	+2.535926E-03	-2.535926E-03	-2.113271E-03	-1.690617E-03	-1.267963E-03	-8.453085E-04	-4.226543E-04	+0.000000E+00	+4.226543E-04	+8.453085E-04	+1.267963E-03	+1.690617E-03	+2.113271E-03	+2.535926E-03	-2.535926E-03	-2.113271E-03	-1.690617E-03	-1.267963E-03	-8.453085E-04	-4.226543E-04	+0.000000E+00	+4.226543E-04	+8.453085E-04	+1.267963E-03	+1.690617E-03	+2.113271E-03	+2.535926E-03	-2.535926E-03	-2.113271E-03	-1.690617E-03	-1.267963E-03	-8.453085E-04	-4.226543E-04	+0.000000E+00	+4.226543E-04	+8.453085E-04	+1.267963E-03	+1.690617E-03	+2.113271E-03	+2.535926E-03	-2.535926E-03	-2.113271E-03	-1.690617E-03	-1.267963E-03	-8.453085E-04	-4.226543E-04	+0.000000E+00	+4.226543E-04	+8.453085E-04	+1.267963E-03	+1.690617E-03	+2.113271E-03	+2.535926E-03	-2.535926E-03	-2.113271E-03	-1.690617E-03	-1.267963E-03	-8.453085E-04	-4.226543E-04	+0.000000E+00
	A	-2.535926E-03	-2.535926E-03	-2.535926E-03	-2.535926E-03	-2.535926E-03	-2.535926E-03	-2.535926E-03	-2.535926E-03	-2.535926E-03	-2.535926E-03	-2.535926E-03	-2.535926E-03	-2.535926E-03	-2.113271E-03	-2.113271E-03	-2.113271E-03	-2.113271E-03	-2.113271E-03	-2.113271E-03	-2.113271E-03	-2.113271E-03	-2.113271E-03	-2.113271E-03	-2.113271E-03	-2.113271E-03	-2.113271E-03	-1.690617E-03	-1.690617E-03	-1.690617E-03	-1.690617E-03	-1.690617E-03	-1.690617E-03	-1.690617E-03	-1.690617E-03	-1.690617E-03	-1.690617E-03	-1.690617E-03	-1.690617E-03	-1.690617E-03	-1.267963E-03	-1.267963E-03	-1.267963E-03	-1.267963E-03	-1.267963E-03	-1.267963E-03	-1.267963E-03	-1.267963E-03	-1.267963E-03	-1.267963E-03	-1.267963E-03	-1.267963E-03	-1.267963E-03	-8.453085E-04	-8.453085E-04	-8.453085E-04	-8.453085E-04	-8.453085E-04	-8.453085E-04	-8.453085E-04	-8.453085E-04	-8.453085E-04	-8.453085E-04	-8.453085E-04	-8.453085E-04	-8.453085E-04	-4.226543E-04	-4.226543E-04	-4.226543E-04	-4.226543E-04	-4.226543E-04	-4.226543E-04	-4.226543E-04	-4.226543E-04	-4.226543E-04	-4.226543E-04	-4.226543E-04	-4.226543E-04	-4.226543E-04	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00
	S	+1.086825E-03	+9.056877E-04	+7.245502E-04	+5.434126E-04	+3.622751E-04	+1.811375E-04	+0.000000E+00	-1.811375E-04	-3.622751E-04	-5.434126E-04	-7.245502E-04	-9.056877E-04	-1.086825E-03	+9.056877E-04	+7.547398E-04	+6.037918E-04	+4.528439E-04	+3.018959E-04	+1.509480E-04	+0.000000E+00	-1.509480E-04	-3.018959E-04	-4.528439E-04	-6.037918E-04	-7.547398E-04	-9.056877E-04	+7.245502E-04	+6.037918E-04	+4.830335E-04	+3.622751E-04	+2.415167E-04	+1.207584E-04	+0.000000E+00	-1.207584E-04	-2.415167E-04	-3.622751E-04	-4.830335E-04	-6.037918E-04	-7.245502E-04	+5.434126E-04	+4.528439E-04	+3.622751E-04	+2.717063E-04	+1.811375E-04	+9.056877E-05	+0.000000E+00	-9.056877E-05	-1.811375E-04	-2.717063E-04	-3.622751E-04	-4.528439E-04	-5.434126E-04	+3.622751E-04	+3.018959E-04	+2.415167E-04	+1.811375E-04	+1.207584E-04	+6.037918E-05	+0.000000E+00	-6.037918E-05	-1.207584E-04	-1.811375E-04	-2.415167E-04	-3.018959E-04	-3.622751E-04	+1.811375E-04	+1.509480E-04	+1.207584E-04	+9.056877E-05	+6.037918E-05	+3.018959E-05	+0.000000E+00	-3.018959E-05	-6.037918E-05	-9.056877E-05	-1.207584E-04	-1.509480E-04	-1.811375E-04	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00
# Matrix ends.
#
#
# ---------------------------------- LICENSE NOTICE -----------------------------------
# THIS DATA IS RELEASED UNDER THE CREATIVE COMMONS LICENSE "CC BY-NC-SA 4.0".
#   This license lets you remix, tweak, and build upon this work non-commercially,
