# ================================== Start of File ====================================
# Spatial dimensions = 2
# Kernel size = 19x19
# Polynomial order = 1x1
# Size of the convolution coefficient matrix = 4x361
#
# Column# 1:
#    S/A => The left and the right halves of the row are symmetric(S)/anti-symmetric(A) about the middle column.
#           If symmetric elements on the right half, their signs are same as the corresponding elements on the left side.
#           If anti-symmetric elements, the signs are opposite.
# Column# 2~181 = the left-half columns of the row.
# Column# 182 = the middle column of the row.
# Column# 183~362, which are the right-half columns, are not stored, because they are symmetric/anti-symmetric
#           of the elements in the column# 181~2, respectively.
# Matrix starts:
	S	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03	+2.770083E-03
	A	-8.310249E-04	-7.386888E-04	-6.463527E-04	-5.540166E-04	-4.616805E-04	-3.693444E-04	-2.770083E-04	-1.846722E-04	-9.233610E-05	+0.000000E+00	+9.233610E-05	+1.846722E-04	+2.770083E-04	+3.693444E-04	+4.616805E-04	+5.540166E-04	+6.463527E-04	+7.386888E-04	+8.310249E-04	-8.310249E-04	-7.386888E-04	-6.463527E-04	-5.540166E-04	-4.616805E-04	-3.693444E-04	-2.770083E-04	-1.846722E-04	-9.233610E-05	+0.000000E+00	+9.233610E-05	+1.846722E-04	+2.770083E-04	+3.693444E-04	+4.616805E-04	+5.540166E-04	+6.463527E-04	+7.386888E-04	+8.310249E-04	-8.310249E-04	-7.386888E-04	-6.463527E-04	-5.540166E-04	-4.616805E-04	-3.693444E-04	-2.770083E-04	-1.846722E-04	-9.233610E-05	+0.000000E+00	+9.233610E-05	+1.846722E-04	+2.770083E-04	+3.693444E-04	+4.616805E-04	+5.540166E-04	+6.463527E-04	+7.386888E-04	+8.310249E-04	-8.310249E-04	-7.386888E-04	-6.463527E-04	-5.540166E-04	-4.616805E-04	-3.693444E-04	-2.770083E-04	-1.846722E-04	-9.233610E-05	+0.000000E+00	+9.233610E-05	+1.846722E-04	+2.770083E-04	+3.693444E-04	+4.616805E-04	+5.540166E-04	+6.463527E-04	+7.386888E-04	+8.310249E-04	-8.310249E-04	-7.386888E-04	-6.463527E-04	-5.540166E-04	-4.616805E-04	-3.693444E-04	-2.770083E-04	-1.846722E-04	-9.233610E-05	+0.000000E+00	+9.233610E-05	+1.846722E-04	+2.770083E-04	+3.693444E-04	+4.616805E-04	+5.540166E-04	+6.463527E-04	+7.386888E-04	+8.310249E-04	-8.310249E-04	-7.386888E-04	-6.463527E-04	-5.540166E-04	-4.616805E-04	-3.693444E-04	-2.770083E-04	-1.846722E-04	-9.233610E-05	+0.000000E+00	+9.233610E-05	+1.846722E-04	+2.770083E-04	+3.693444E-04	+4.616805E-04	+5.540166E-04	+6.463527E-04	+7.386888E-04	+8.310249E-04	-8.310249E-04	-7.386888E-04	-6.463527E-04	-5.540166E-04	-4.616805E-04	-3.693444E-04	-2.770083E-04	-1.846722E-04	-9.233610E-05	+0.000000E+00	+9.233610E-05	+1.846722E-04	+2.770083E-04	+3.693444E-04	+4.616805E-04	+5.540166E-04	+6.463527E-04	+7.386888E-04	+8.310249E-04	-8.310249E-04	-7.386888E-04	-6.463527E-04	-5.540166E-04	-4.616805E-04	-3.693444E-04	-2.770083E-04	-1.846722E-04	-9.233610E-05	+0.000000E+00	+9.233610E-05	+1.846722E-04	+2.770083E-04	+3.693444E-04	+4.616805E-04	+5.540166E-04	+6.463527E-04	+7.386888E-04	+8.310249E-04	-8.310249E-04	-7.386888E-04	-6.463527E-04	-5.540166E-04	-4.616805E-04	-3.693444E-04	-2.770083E-04	-1.846722E-04	-9.233610E-05	+0.000000E+00	+9.233610E-05	+1.846722E-04	+2.770083E-04	+3.693444E-04	+4.616805E-04	+5.540166E-04	+6.463527E-04	+7.386888E-04	+8.310249E-04	-8.310249E-04	-7.386888E-04	-6.463527E-04	-5.540166E-04	-4.616805E-04	-3.693444E-04	-2.770083E-04	-1.846722E-04	-9.233610E-05	+0.000000E+00
	A	-8.310249E-04	-8.310249E-04	-8.310249E-04	-8.310249E-04	-8.310249E-04	-8.310249E-04	-8.310249E-04	-8.310249E-04	-8.310249E-04	-8.310249E-04	-8.310249E-04	-8.310249E-04	-8.310249E-04	-8.310249E-04	-8.310249E-04	-8.310249E-04	-8.310249E-04	-8.310249E-04	-8.310249E-04	-7.386888E-04	-7.386888E-04	-7.386888E-04	-7.386888E-04	-7.386888E-04	-7.386888E-04	-7.386888E-04	-7.386888E-04	-7.386888E-04	-7.386888E-04	-7.386888E-04	-7.386888E-04	-7.386888E-04	-7.386888E-04	-7.386888E-04	-7.386888E-04	-7.386888E-04	-7.386888E-04	-7.386888E-04	-6.463527E-04	-6.463527E-04	-6.463527E-04	-6.463527E-04	-6.463527E-04	-6.463527E-04	-6.463527E-04	-6.463527E-04	-6.463527E-04	-6.463527E-04	-6.463527E-04	-6.463527E-04	-6.463527E-04	-6.463527E-04	-6.463527E-04	-6.463527E-04	-6.463527E-04	-6.463527E-04	-6.463527E-04	-5.540166E-04	-5.540166E-04	-5.540166E-04	-5.540166E-04	-5.540166E-04	-5.540166E-04	-5.540166E-04	-5.540166E-04	-5.540166E-04	-5.540166E-04	-5.540166E-04	-5.540166E-04	-5.540166E-04	-5.540166E-04	-5.540166E-04	-5.540166E-04	-5.540166E-04	-5.540166E-04	-5.540166E-04	-4.616805E-04	-4.616805E-04	-4.616805E-04	-4.616805E-04	-4.616805E-04	-4.616805E-04	-4.616805E-04	-4.616805E-04	-4.616805E-04	-4.616805E-04	-4.616805E-04	-4.616805E-04	-4.616805E-04	-4.616805E-04	-4.616805E-04	-4.616805E-04	-4.616805E-04	-4.616805E-04	-4.616805E-04	-3.693444E-04	-3.693444E-04	-3.693444E-04	-3.693444E-04	-3.693444E-04	-3.693444E-04	-3.693444E-04	-3.693444E-04	-3.693444E-04	-3.693444E-04	-3.693444E-04	-3.693444E-04	-3.693444E-04	-3.693444E-04	-3.693444E-04	-3.693444E-04	-3.693444E-04	-3.693444E-04	-3.693444E-04	-2.770083E-04	-2.770083E-04	-2.770083E-04	-2.770083E-04	-2.770083E-04	-2.770083E-04	-2.770083E-04	-2.770083E-04	-2.770083E-04	-2.770083E-04	-2.770083E-04	-2.770083E-04	-2.770083E-04	-2.770083E-04	-2.770083E-04	-2.770083E-04	-2.770083E-04	-2.770083E-04	-2.770083E-04	-1.846722E-04	-1.846722E-04	-1.846722E-04	-1.846722E-04	-1.846722E-04	-1.846722E-04	-1.846722E-04	-1.846722E-04	-1.846722E-04	-1.846722E-04	-1.846722E-04	-1.846722E-04	-1.846722E-04	-1.846722E-04	-1.846722E-04	-1.846722E-04	-1.846722E-04	-1.846722E-04	-1.846722E-04	-9.233610E-05	-9.233610E-05	-9.233610E-05	-9.233610E-05	-9.233610E-05	-9.233610E-05	-9.233610E-05	-9.233610E-05	-9.233610E-05	-9.233610E-05	-9.233610E-05	-9.233610E-05	-9.233610E-05	-9.233610E-05	-9.233610E-05	-9.233610E-05	-9.233610E-05	-9.233610E-05	-9.233610E-05	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00
	S	+2.493075E-04	+2.216066E-04	+1.939058E-04	+1.662050E-04	+1.385042E-04	+1.108033E-04	+8.310249E-05	+5.540166E-05	+2.770083E-05	+0.000000E+00	-2.770083E-05	-5.540166E-05	-8.310249E-05	-1.108033E-04	-1.385042E-04	-1.662050E-04	-1.939058E-04	-2.216066E-04	-2.493075E-04	+2.216066E-04	+1.969837E-04	+1.723607E-04	+1.477378E-04	+1.231148E-04	+9.849184E-05	+7.386888E-05	+4.924592E-05	+2.462296E-05	+0.000000E+00	-2.462296E-05	-4.924592E-05	-7.386888E-05	-9.849184E-05	-1.231148E-04	-1.477378E-04	-1.723607E-04	-1.969837E-04	-2.216066E-04	+1.939058E-04	+1.723607E-04	+1.508156E-04	+1.292705E-04	+1.077255E-04	+8.618036E-05	+6.463527E-05	+4.309018E-05	+2.154509E-05	+0.000000E+00	-2.154509E-05	-4.309018E-05	-6.463527E-05	-8.618036E-05	-1.077255E-04	-1.292705E-04	-1.508156E-04	-1.723607E-04	-1.939058E-04	+1.662050E-04	+1.477378E-04	+1.292705E-04	+1.108033E-04	+9.233610E-05	+7.386888E-05	+5.540166E-05	+3.693444E-05	+1.846722E-05	+0.000000E+00	-1.846722E-05	-3.693444E-05	-5.540166E-05	-7.386888E-05	-9.233610E-05	-1.108033E-04	-1.292705E-04	-1.477378E-04	-1.662050E-04	+1.385042E-04	+1.231148E-04	+1.077255E-04	+9.233610E-05	+7.694675E-05	+6.155740E-05	+4.616805E-05	+3.077870E-05	+1.538935E-05	+0.000000E+00	-1.538935E-05	-3.077870E-05	-4.616805E-05	-6.155740E-05	-7.694675E-05	-9.233610E-05	-1.077255E-04	-1.231148E-04	-1.385042E-04	+1.108033E-04	+9.849184E-05	+8.618036E-05	+7.386888E-05	+6.155740E-05	+4.924592E-05	+3.693444E-05	+2.462296E-05	+1.231148E-05	+0.000000E+00	-1.231148E-05	-2.462296E-05	-3.693444E-05	-4.924592E-05	-6.155740E-05	-7.386888E-05	-8.618036E-05	-9.849184E-05	-1.108033E-04	+8.310249E-05	+7.386888E-05	+6.463527E-05	+5.540166E-05	+4.616805E-05	+3.693444E-05	+2.770083E-05	+1.846722E-05	+9.233610E-06	+0.000000E+00	-9.233610E-06	-1.846722E-05	-2.770083E-05	-3.693444E-05	-4.616805E-05	-5.540166E-05	-6.463527E-05	-7.386888E-05	-8.310249E-05	+5.540166E-05	+4.924592E-05	+4.309018E-05	+3.693444E-05	+3.077870E-05	+2.462296E-05	+1.846722E-05	+1.231148E-05	+6.155740E-06	+0.000000E+00	-6.155740E-06	-1.231148E-05	-1.846722E-05	-2.462296E-05	-3.077870E-05	-3.693444E-05	-4.309018E-05	-4.924592E-05	-5.540166E-05	+2.770083E-05	+2.462296E-05	+2.154509E-05	+1.846722E-05	+1.538935E-05	+1.231148E-05	+9.233610E-06	+6.155740E-06	+3.077870E-06	+0.000000E+00	-3.077870E-06	-6.155740E-06	-9.233610E-06	-1.231148E-05	-1.538935E-05	-1.846722E-05	-2.154509E-05	-2.462296E-05	-2.770083E-05	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00
# Matrix ends.
#
#
# ---------------------------------- LICENSE NOTICE -----------------------------------
# THIS DATA IS RELEASED UNDER THE CREATIVE COMMONS LICENSE "CC BY-NC-SA 4.0".
#   This license lets you remix, tweak, and build upon this work non-commercially,
