# ================================== Start of File ====================================
# Spatial dimensions = 2
# Kernel size = 23x23
# Polynomial order = 1x1
# Size of the convolution coefficient matrix = 4x529
#
# Column# 1:
#    S/A => The left and the right halves of the row are symmetric(S)/anti-symmetric(A) about the middle column.
#           If symmetric elements on the right half, their signs are same as the corresponding elements on the left side.
#           If anti-symmetric elements, the signs are opposite.
# Column# 2~265 = the left-half columns of the row.
# Column# 266 = the middle column of the row.
# Column# 267~530, which are the right-half columns, are not stored, because they are symmetric/anti-symmetric
#           of the elements in the column# 265~2, respectively.
# Matrix starts:
	S	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03	+1.890359E-03
	A	-4.725898E-04	-4.296271E-04	-3.866644E-04	-3.437017E-04	-3.007390E-04	-2.577763E-04	-2.148135E-04	-1.718508E-04	-1.288881E-04	-8.592542E-05	-4.296271E-05	+0.000000E+00	+4.296271E-05	+8.592542E-05	+1.288881E-04	+1.718508E-04	+2.148135E-04	+2.577763E-04	+3.007390E-04	+3.437017E-04	+3.866644E-04	+4.296271E-04	+4.725898E-04	-4.725898E-04	-4.296271E-04	-3.866644E-04	-3.437017E-04	-3.007390E-04	-2.577763E-04	-2.148135E-04	-1.718508E-04	-1.288881E-04	-8.592542E-05	-4.296271E-05	+0.000000E+00	+4.296271E-05	+8.592542E-05	+1.288881E-04	+1.718508E-04	+2.148135E-04	+2.577763E-04	+3.007390E-04	+3.437017E-04	+3.866644E-04	+4.296271E-04	+4.725898E-04	-4.725898E-04	-4.296271E-04	-3.866644E-04	-3.437017E-04	-3.007390E-04	-2.577763E-04	-2.148135E-04	-1.718508E-04	-1.288881E-04	-8.592542E-05	-4.296271E-05	+0.000000E+00	+4.296271E-05	+8.592542E-05	+1.288881E-04	+1.718508E-04	+2.148135E-04	+2.577763E-04	+3.007390E-04	+3.437017E-04	+3.866644E-04	+4.296271E-04	+4.725898E-04	-4.725898E-04	-4.296271E-04	-3.866644E-04	-3.437017E-04	-3.007390E-04	-2.577763E-04	-2.148135E-04	-1.718508E-04	-1.288881E-04	-8.592542E-05	-4.296271E-05	+0.000000E+00	+4.296271E-05	+8.592542E-05	+1.288881E-04	+1.718508E-04	+2.148135E-04	+2.577763E-04	+3.007390E-04	+3.437017E-04	+3.866644E-04	+4.296271E-04	+4.725898E-04	-4.725898E-04	-4.296271E-04	-3.866644E-04	-3.437017E-04	-3.007390E-04	-2.577763E-04	-2.148135E-04	-1.718508E-04	-1.288881E-04	-8.592542E-05	-4.296271E-05	+0.000000E+00	+4.296271E-05	+8.592542E-05	+1.288881E-04	+1.718508E-04	+2.148135E-04	+2.577763E-04	+3.007390E-04	+3.437017E-04	+3.866644E-04	+4.296271E-04	+4.725898E-04	-4.725898E-04	-4.296271E-04	-3.866644E-04	-3.437017E-04	-3.007390E-04	-2.577763E-04	-2.148135E-04	-1.718508E-04	-1.288881E-04	-8.592542E-05	-4.296271E-05	+0.000000E+00	+4.296271E-05	+8.592542E-05	+1.288881E-04	+1.718508E-04	+2.148135E-04	+2.577763E-04	+3.007390E-04	+3.437017E-04	+3.866644E-04	+4.296271E-04	+4.725898E-04	-4.725898E-04	-4.296271E-04	-3.866644E-04	-3.437017E-04	-3.007390E-04	-2.577763E-04	-2.148135E-04	-1.718508E-04	-1.288881E-04	-8.592542E-05	-4.296271E-05	+0.000000E+00	+4.296271E-05	+8.592542E-05	+1.288881E-04	+1.718508E-04	+2.148135E-04	+2.577763E-04	+3.007390E-04	+3.437017E-04	+3.866644E-04	+4.296271E-04	+4.725898E-04	-4.725898E-04	-4.296271E-04	-3.866644E-04	-3.437017E-04	-3.007390E-04	-2.577763E-04	-2.148135E-04	-1.718508E-04	-1.288881E-04	-8.592542E-05	-4.296271E-05	+0.000000E+00	+4.296271E-05	+8.592542E-05	+1.288881E-04	+1.718508E-04	+2.148135E-04	+2.577763E-04	+3.007390E-04	+3.437017E-04	+3.866644E-04	+4.296271E-04	+4.725898E-04	-4.725898E-04	-4.296271E-04	-3.866644E-04	-3.437017E-04	-3.007390E-04	-2.577763E-04	-2.148135E-04	-1.718508E-04	-1.288881E-04	-8.592542E-05	-4.296271E-05	+0.000000E+00	+4.296271E-05	+8.592542E-05	+1.288881E-04	+1.718508E-04	+2.148135E-04	+2.577763E-04	+3.007390E-04	+3.437017E-04	+3.866644E-04	+4.296271E-04	+4.725898E-04	-4.725898E-04	-4.296271E-04	-3.866644E-04	-3.437017E-04	-3.007390E-04	-2.577763E-04	-2.148135E-04	-1.718508E-04	-1.288881E-04	-8.592542E-05	-4.296271E-05	+0.000000E+00	+4.296271E-05	+8.592542E-05	+1.288881E-04	+1.718508E-04	+2.148135E-04	+2.577763E-04	+3.007390E-04	+3.437017E-04	+3.866644E-04	+4.296271E-04	+4.725898E-04	-4.725898E-04	-4.296271E-04	-3.866644E-04	-3.437017E-04	-3.007390E-04	-2.577763E-04	-2.148135E-04	-1.718508E-04	-1.288881E-04	-8.592542E-05	-4.296271E-05	+0.000000E+00	+4.296271E-05	+8.592542E-05	+1.288881E-04	+1.718508E-04	+2.148135E-04	+2.577763E-04	+3.007390E-04	+3.437017E-04	+3.866644E-04	+4.296271E-04	+4.725898E-04	-4.725898E-04	-4.296271E-04	-3.866644E-04	-3.437017E-04	-3.007390E-04	-2.577763E-04	-2.148135E-04	-1.718508E-04	-1.288881E-04	-8.592542E-05	-4.296271E-05	+0.000000E+00
	A	-4.725898E-04	-4.725898E-04	-4.725898E-04	-4.725898E-04	-4.725898E-04	-4.725898E-04	-4.725898E-04	-4.725898E-04	-4.725898E-04	-4.725898E-04	-4.725898E-04	-4.725898E-04	-4.725898E-04	-4.725898E-04	-4.725898E-04	-4.725898E-04	-4.725898E-04	-4.725898E-04	-4.725898E-04	-4.725898E-04	-4.725898E-04	-4.725898E-04	-4.725898E-04	-4.296271E-04	-4.296271E-04	-4.296271E-04	-4.296271E-04	-4.296271E-04	-4.296271E-04	-4.296271E-04	-4.296271E-04	-4.296271E-04	-4.296271E-04	-4.296271E-04	-4.296271E-04	-4.296271E-04	-4.296271E-04	-4.296271E-04	-4.296271E-04	-4.296271E-04	-4.296271E-04	-4.296271E-04	-4.296271E-04	-4.296271E-04	-4.296271E-04	-4.296271E-04	-3.866644E-04	-3.866644E-04	-3.866644E-04	-3.866644E-04	-3.866644E-04	-3.866644E-04	-3.866644E-04	-3.866644E-04	-3.866644E-04	-3.866644E-04	-3.866644E-04	-3.866644E-04	-3.866644E-04	-3.866644E-04	-3.866644E-04	-3.866644E-04	-3.866644E-04	-3.866644E-04	-3.866644E-04	-3.866644E-04	-3.866644E-04	-3.866644E-04	-3.866644E-04	-3.437017E-04	-3.437017E-04	-3.437017E-04	-3.437017E-04	-3.437017E-04	-3.437017E-04	-3.437017E-04	-3.437017E-04	-3.437017E-04	-3.437017E-04	-3.437017E-04	-3.437017E-04	-3.437017E-04	-3.437017E-04	-3.437017E-04	-3.437017E-04	-3.437017E-04	-3.437017E-04	-3.437017E-04	-3.437017E-04	-3.437017E-04	-3.437017E-04	-3.437017E-04	-3.007390E-04	-3.007390E-04	-3.007390E-04	-3.007390E-04	-3.007390E-04	-3.007390E-04	-3.007390E-04	-3.007390E-04	-3.007390E-04	-3.007390E-04	-3.007390E-04	-3.007390E-04	-3.007390E-04	-3.007390E-04	-3.007390E-04	-3.007390E-04	-3.007390E-04	-3.007390E-04	-3.007390E-04	-3.007390E-04	-3.007390E-04	-3.007390E-04	-3.007390E-04	-2.577763E-04	-2.577763E-04	-2.577763E-04	-2.577763E-04	-2.577763E-04	-2.577763E-04	-2.577763E-04	-2.577763E-04	-2.577763E-04	-2.577763E-04	-2.577763E-04	-2.577763E-04	-2.577763E-04	-2.577763E-04	-2.577763E-04	-2.577763E-04	-2.577763E-04	-2.577763E-04	-2.577763E-04	-2.577763E-04	-2.577763E-04	-2.577763E-04	-2.577763E-04	-2.148135E-04	-2.148135E-04	-2.148135E-04	-2.148135E-04	-2.148135E-04	-2.148135E-04	-2.148135E-04	-2.148135E-04	-2.148135E-04	-2.148135E-04	-2.148135E-04	-2.148135E-04	-2.148135E-04	-2.148135E-04	-2.148135E-04	-2.148135E-04	-2.148135E-04	-2.148135E-04	-2.148135E-04	-2.148135E-04	-2.148135E-04	-2.148135E-04	-2.148135E-04	-1.718508E-04	-1.718508E-04	-1.718508E-04	-1.718508E-04	-1.718508E-04	-1.718508E-04	-1.718508E-04	-1.718508E-04	-1.718508E-04	-1.718508E-04	-1.718508E-04	-1.718508E-04	-1.718508E-04	-1.718508E-04	-1.718508E-04	-1.718508E-04	-1.718508E-04	-1.718508E-04	-1.718508E-04	-1.718508E-04	-1.718508E-04	-1.718508E-04	-1.718508E-04	-1.288881E-04	-1.288881E-04	-1.288881E-04	-1.288881E-04	-1.288881E-04	-1.288881E-04	-1.288881E-04	-1.288881E-04	-1.288881E-04	-1.288881E-04	-1.288881E-04	-1.288881E-04	-1.288881E-04	-1.288881E-04	-1.288881E-04	-1.288881E-04	-1.288881E-04	-1.288881E-04	-1.288881E-04	-1.288881E-04	-1.288881E-04	-1.288881E-04	-1.288881E-04	-8.592542E-05	-8.592542E-05	-8.592542E-05	-8.592542E-05	-8.592542E-05	-8.592542E-05	-8.592542E-05	-8.592542E-05	-8.592542E-05	-8.592542E-05	-8.592542E-05	-8.592542E-05	-8.592542E-05	-8.592542E-05	-8.592542E-05	-8.592542E-05	-8.592542E-05	-8.592542E-05	-8.592542E-05	-8.592542E-05	-8.592542E-05	-8.592542E-05	-8.592542E-05	-4.296271E-05	-4.296271E-05	-4.296271E-05	-4.296271E-05	-4.296271E-05	-4.296271E-05	-4.296271E-05	-4.296271E-05	-4.296271E-05	-4.296271E-05	-4.296271E-05	-4.296271E-05	-4.296271E-05	-4.296271E-05	-4.296271E-05	-4.296271E-05	-4.296271E-05	-4.296271E-05	-4.296271E-05	-4.296271E-05	-4.296271E-05	-4.296271E-05	-4.296271E-05	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00
	S	+1.181474E-04	+1.074068E-04	+9.666609E-05	+8.592542E-05	+7.518474E-05	+6.444406E-05	+5.370339E-05	+4.296271E-05	+3.222203E-05	+2.148135E-05	+1.074068E-05	+0.000000E+00	-1.074068E-05	-2.148135E-05	-3.222203E-05	-4.296271E-05	-5.370339E-05	-6.444406E-05	-7.518474E-05	-8.592542E-05	-9.666609E-05	-1.074068E-04	-1.181474E-04	+1.074068E-04	+9.764252E-05	+8.787827E-05	+7.811402E-05	+6.834976E-05	+5.858551E-05	+4.882126E-05	+3.905701E-05	+2.929276E-05	+1.952850E-05	+9.764252E-06	+0.000000E+00	-9.764252E-06	-1.952850E-05	-2.929276E-05	-3.905701E-05	-4.882126E-05	-5.858551E-05	-6.834976E-05	-7.811402E-05	-8.787827E-05	-9.764252E-05	-1.074068E-04	+9.666609E-05	+8.787827E-05	+7.909044E-05	+7.030261E-05	+6.151479E-05	+5.272696E-05	+4.393913E-05	+3.515131E-05	+2.636348E-05	+1.757565E-05	+8.787827E-06	+0.000000E+00	-8.787827E-06	-1.757565E-05	-2.636348E-05	-3.515131E-05	-4.393913E-05	-5.272696E-05	-6.151479E-05	-7.030261E-05	-7.909044E-05	-8.787827E-05	-9.666609E-05	+8.592542E-05	+7.811402E-05	+7.030261E-05	+6.249121E-05	+5.467981E-05	+4.686841E-05	+3.905701E-05	+3.124561E-05	+2.343420E-05	+1.562280E-05	+7.811402E-06	+0.000000E+00	-7.811402E-06	-1.562280E-05	-2.343420E-05	-3.124561E-05	-3.905701E-05	-4.686841E-05	-5.467981E-05	-6.249121E-05	-7.030261E-05	-7.811402E-05	-8.592542E-05	+7.518474E-05	+6.834976E-05	+6.151479E-05	+5.467981E-05	+4.784483E-05	+4.100986E-05	+3.417488E-05	+2.733991E-05	+2.050493E-05	+1.366995E-05	+6.834976E-06	+0.000000E+00	-6.834976E-06	-1.366995E-05	-2.050493E-05	-2.733991E-05	-3.417488E-05	-4.100986E-05	-4.784483E-05	-5.467981E-05	-6.151479E-05	-6.834976E-05	-7.518474E-05	+6.444406E-05	+5.858551E-05	+5.272696E-05	+4.686841E-05	+4.100986E-05	+3.515131E-05	+2.929276E-05	+2.343420E-05	+1.757565E-05	+1.171710E-05	+5.858551E-06	+0.000000E+00	-5.858551E-06	-1.171710E-05	-1.757565E-05	-2.343420E-05	-2.929276E-05	-3.515131E-05	-4.100986E-05	-4.686841E-05	-5.272696E-05	-5.858551E-05	-6.444406E-05	+5.370339E-05	+4.882126E-05	+4.393913E-05	+3.905701E-05	+3.417488E-05	+2.929276E-05	+2.441063E-05	+1.952850E-05	+1.464638E-05	+9.764252E-06	+4.882126E-06	+0.000000E+00	-4.882126E-06	-9.764252E-06	-1.464638E-05	-1.952850E-05	-2.441063E-05	-2.929276E-05	-3.417488E-05	-3.905701E-05	-4.393913E-05	-4.882126E-05	-5.370339E-05	+4.296271E-05	+3.905701E-05	+3.515131E-05	+3.124561E-05	+2.733991E-05	+2.343420E-05	+1.952850E-05	+1.562280E-05	+1.171710E-05	+7.811402E-06	+3.905701E-06	+0.000000E+00	-3.905701E-06	-7.811402E-06	-1.171710E-05	-1.562280E-05	-1.952850E-05	-2.343420E-05	-2.733991E-05	-3.124561E-05	-3.515131E-05	-3.905701E-05	-4.296271E-05	+3.222203E-05	+2.929276E-05	+2.636348E-05	+2.343420E-05	+2.050493E-05	+1.757565E-05	+1.464638E-05	+1.171710E-05	+8.787827E-06	+5.858551E-06	+2.929276E-06	+0.000000E+00	-2.929276E-06	-5.858551E-06	-8.787827E-06	-1.171710E-05	-1.464638E-05	-1.757565E-05	-2.050493E-05	-2.343420E-05	-2.636348E-05	-2.929276E-05	-3.222203E-05	+2.148135E-05	+1.952850E-05	+1.757565E-05	+1.562280E-05	+1.366995E-05	+1.171710E-05	+9.764252E-06	+7.811402E-06	+5.858551E-06	+3.905701E-06	+1.952850E-06	+0.000000E+00	-1.952850E-06	-3.905701E-06	-5.858551E-06	-7.811402E-06	-9.764252E-06	-1.171710E-05	-1.366995E-05	-1.562280E-05	-1.757565E-05	-1.952850E-05	-2.148135E-05	+1.074068E-05	+9.764252E-06	+8.787827E-06	+7.811402E-06	+6.834976E-06	+5.858551E-06	+4.882126E-06	+3.905701E-06	+2.929276E-06	+1.952850E-06	+9.764252E-07	+0.000000E+00	-9.764252E-07	-1.952850E-06	-2.929276E-06	-3.905701E-06	-4.882126E-06	-5.858551E-06	-6.834976E-06	-7.811402E-06	-8.787827E-06	-9.764252E-06	-1.074068E-05	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00
# Matrix ends.
#
#
# ---------------------------------- LICENSE NOTICE -----------------------------------
# THIS DATA IS RELEASED UNDER THE CREATIVE COMMONS LICENSE "CC BY-NC-SA 4.0".
#   This license lets you remix, tweak, and build upon this work non-commercially,
